"PVWatts Hourly PV Performance Data"
"Requested Location","3 Dean street millis ma"
"Location","Lat, Lng: 42.13, -71.34"
"Latitude (DD)","42.13"
"Longitude (DD)","-71.34"
"Elevation (m)","52.200000762939"
"DC System Size (kW)","21.360"
"Module Type","Premium"
"Array Type","2-Axis Tracking"
"Array Tilt (deg)","0"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.068"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","Yes (0.7)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","17","10","607","106","2","0.8","0.87","898.95","29.754","16356.569","15681.865"
"1","17","11","599","124","3","0.8","0.87","935.011","31.131","16872.392","16179.41"
"1","17","12","660","106","4","0.8","0.87","975.324","33.538","17465.085","16751.102"
"1","17","13","718","77","3","0.7","0.87","962.84","33.93","17294.683","16586.738"
"1","17","14","548","80","2","0.6","0.87","790.83","27.967","14539.672","13929.348"
"1","17","15","121","71","1","0.6","0.87","277.959","9.522","5226.149","4945.84"
"1","17","16","0","8","0","0.6","0.87","7.427","0.114","79.95","0"
"1","17","17","0","0","0","0.6","0.87","0","0","0","0"
"1","17","18","0","0","0","0.6","0.87","0","0","0","0"
"1","17","19","0","0","0","0.6","0.87","0","0","0","0"
"1","17","20","0","0","0","0.7","0.87","0","0","0","0"
"1","17","21","0","0","-1","0.7","0.87","0","-1","0","0"
"1","17","22","0","0","-2","0.7","0.87","0","-2","0","0"
"1","17","23","0","0","-2","0.8","0.87","0","-2","0","0"
"1","18","0","0","0","-3","0.9","0.87","0","-3","0","0"
"1","18","1","0","0","-3","1","0.87","0","-3","0","0"
"1","18","2","0","0","-4","1","0.87","0","-4","0","0"
"1","18","3","0","0","-5","1.1","0.87","0","-5","0","0"
"1","18","4","0","0","-6","1.1","0.87","0","-6","0","0"
"1","18","5","0","0","-6","1.1","0.87","0","-6","0","0"
"1","18","6","0","0","-6","1.1","0.87","0","-6","0","0"
"1","18","7","328","18","-7","1.2","0.87","394.804","2.402","4952.732","4682.111"
"1","18","8","733","48","-6","1.2","0.87","918.241","20.002","17249.961","16543.6"
"1","18","9","880","63","-6","1.2","0.87","1116.677","25.734","20733.419","19903.626"
"1","18","10","945","73","-5","1.2","0.87","1211.58","29.254","22100.919","20000"
"1","18","11","967","78","-4","1.2","0.87","1264.634","30.734","22867.591","20000"
"1","18","12","960","78","-4","1.1","0.87","1263.69","31.741","22769.772","20000"
"1","18","13","922","74","-4","1","0.87","1183.239","31.275","21446.01","20000"
"1","18","14","843","64","-4","0.9","0.87","1077.067","28.96","19778.304","18982.355"
"1","18","15","679","45","-5","0.8","0.87","851.959","21.657","15828.058","15172.081"
"1","18","16","237","11","-5","0.8","0.87","247.249","1.52","3083.362","2878.981"
"1","18","17","0","0","-6","0.8","0.87","0","-6","0","0"
"1","18","18","0","0","-6","0.8","0.87","0","-6","0","0"
"1","18","19","0","0","-6","0.8","0.87","0","-6","0","0"
"1","18","20","0","0","-6","0.8","0.87","0","-6","0","0"
"1","18","21","0","0","-6","0.8","0.87","0","-6","0","0"
"1","18","22","0","0","-6","0.9","0.87","0","-6","0","0"
"1","18","23","0","0","-5","0.9","0.87","0","-5","0","0"
"1","19","0","0","0","-5","0.9","0.87","0","-5","0","0"
"1","19","1","0","0","-4","0.9","0.87","0","-4","0","0"
"1","19","2","0","0","-2","0.9","0.87","0","-2","0","0"
"1","19","3","0","0","-1","1","0.87","0","-1","0","0"
"1","19","4","0","0","-1","1","0.87","0","-1","0","0"
"1","19","5","0","0","0","1.1","0.87","0","0","0","0"
"1","19","6","0","0","0","1.2","0.87","0","0","0","0"
"1","19","7","205","19","0","1.2","0.87","284.618","6.726","3471.126","3253.005"
"1","19","8","586","57","1","1.3","0.87","788.161","22.677","14646.784","14032.665"
"1","19","9","741","80","2","1.4","0.87","1002.181","29.018","18381.533","17635.077"
"1","19","10","151","185","3","1.5","0.87","473.603","14.247","8959.049","8546.468"
"1","19","11","153","210","4","1.5","0.87","516.812","16.026","9700.291","9261.445"
"1","19","12","834","102","5","1.4","0.87","1170.165","35.582","20786.674","19954.994"
"1","19","13","787","98","5","1.2","0.87","1083.719","35.502","19330.682","18550.593"
"1","19","14","682","87","4","1.1","0.87","949.172","31.374","17259.273","16552.583"
"1","19","15","496","60","3","1","0.87","693.421","23.382","12770.828","12223.181"
"1","19","16","83","13","2","0.9","0.87","95.093","4.345","1133.781","998.481"
"1","19","17","0","0","1","0.8","0.87","0","1","0","0"
"1","19","18","0","0","0","0.8","0.87","0","0","0","0"
"1","19","19","0","0","0","0.8","0.12","0","0","0","0"
"1","19","20","0","0","0","0.8","0.12","0","0","0","0"
"1","19","21","0","0","0","0.8","0.12","0","0","0","0"
"1","19","22","0","0","1","0.8","0.12","0","1","0","0"
"1","19","23","0","0","1","0.9","0.12","0","1","0","0"
"1","20","0","0","0","2","0.9","0.12","0","2","0","0"
"1","20","1","0","0","2","0.9","0.12","0","2","0","0"
"1","20","2","0","0","2","0.9","0.12","0","2","0","0"
"1","20","3","0","0","2","1","0.12","0","2","0","0"
"1","20","4","0","0","2","1","0.12","0","2","0","0"
"1","20","5","0","0","2","1","0.12","0","2","0","0"
"1","20","6","0","0","2","1","0.12","0","2","0","0"
"1","20","7","176","20","2","1","0.12","245.021","8.109","2959.087","2759.109"
"1","20","8","546","57","4","1.1","0.12","688.691","24.033","12757.067","12209.908"
"1","20","9","715","73","6","1.2","0.12","874.838","30.986","15994.223","15332.358"
"1","20","10","808","78","7","1.2","0.12","964.021","34.511","17346.017","16636.253"
"1","20","11","842","81","8","1.2","0.12","1003.677","36.526","17875.193","17146.679"
"1","20","12","425","168","8","1.1","0.12","687.324","27.642","12559.165","12019.018"
"1","20","13","0","136","7","1.1","0.12","128.571","10.147","2371.513","2192.355"
"1","20","14","22","120","6","1","0.12","142.638","9.665","2661.84","2472.395"
"1","20","15","584","48","5","1","0.12","715.556","26.383","13101.796","12542.422"
"1","20","16","176","14","3","1.1","0.12","187.108","7.556","2260.823","2085.588"
"1","20","17","0","0","1","1.2","0.12","0","1","0","0"
"1","20","18","0","0","0","1.2","0.12","0","0","0","0"
"1","20","19","0","0","0","1.2","0.12","0","0","0","0"
"1","20","20","0","0","-1","1.2","0.12","0","-1","0","0"
"1","20","21","0","0","-2","1.2","0.12","0","-2","0","0"
"1","20","22","0","0","-2","1.2","0.12","0","-2","0","0"
"1","20","23","0","0","-3","1.2","0.12","0","-3","0","0"
"1","21","0","0","0","-3","1.2","0.12","0","-3","0","0"
"1","21","1","0","0","-3","1.1","0.12","0","-3","0","0"
"1","21","2","0","0","-4","1","0.12","0","-4","0","0"
"1","21","3","0","0","-4","0.9","0.12","0","-4","0","0"
"1","21","4","0","0","-4","0.8","0.12","0","-4","0","0"
"1","21","5","0","0","-5","0.7","0.12","0","-5","0","0"
"1","21","6","0","0","-4","0.7","0.12","0","-4","0","0"
"1","21","7","244","20","-3","0.6","0.12","315.075","5.788","3874.291","3641.884"
"1","21","8","135","78","-2","0.6","0.12","255.681","6.09","4911.84","4642.669"
"1","21","9","127","138","-1","0.5","0.12","314.155","9.148","6043.765","5734.485"
"1","21","10","462","141","-1","0.5","0.12","692.356","22.4","12936.643","12383.121"
"1","21","11","450","165","0","0.5","0.12","708.479","23.813","13128.429","12568.111"
"1","21","12","393","175","0","0.4","0.12","663.254","22.865","12313.264","11781.831"
"1","21","13","290","167","0","0.4","0.12","529.149","18.109","9977.919","9529.236"
"1","21","14","67","130","-1","0.4","0.12","222.08","6.147","4268.592","4022.214"
"1","21","15","0","43","-2","0.4","0.12","34.288","-1.131","623.365","506.151"
"1","21","16","0","4","-2","0.4","0.12","3.176","-1.939","33.172","0"
"1","21","17","0","0","-3","0.3","0.12","0","-3","0","0"
"1","21","18","0","0","-3","0.2","0.12","0","-3","0","0"
"1","21","19","0","0","-3","0.1","0.87","0","-3","0","0"
"1","21","20","0","0","-3","0.1","0.87","0","-3","0","0"
"1","21","21","0","0","-3","0.2","0.87","0","-3","0","0"
"1","21","22","0","0","-3","0.3","0.87","0","-3","0","0"
"1","21","23","0","0","-3","0.4","0.87","0","-3","0","0"
"1","22","0","0","0","-3","0.4","0.87","0","-3","0","0"
"1","22","1","0","0","-3","0.4","0.87","0","-3","0","0"
"1","22","2","0","0","-3","0.5","0.87","0","-3","0","0"
"1","22","3","0","0","-3","0.6","0.87","0","-3","0","0"
"1","22","4","0","0","-4","0.8","0.87","0","-4","0","0"
"1","22","5","0","0","-4","1","0.87","0","-4","0","0"
"1","22","6","0","0","-4","1.1","0.87","0","-4","0","0"
"1","22","7","216","21","-5","1.2","0.87","303.12","2.156","3763.602","3535.117"
"1","22","8","617","62","-5","1.3","0.87","830.151","17.82","15716.202","15064.189"
"1","22","9","791","82","-4","1.3","0.87","1060.597","25.288","19705.584","18912.212"
"1","22","10","883","89","-4","1.3","0.87","1176.976","28.125","21535.25","20000"
"1","22","11","911","97","-4","1.3","0.87","1249.513","29.222","22682.818","20000"
"1","22","12","901","100","-4","1.2","0.87","1242.463","29.819","22510.883","20000"
"1","22","13","864","95","-5","1.2","0.87","1162.242","27.512","21320.609","20000"
"1","22","14","785","82","-5","1.1","0.87","1053.917","25.532","19570.293","18781.714"
"1","22","15","618","58","-6","1.1","0.87","823.001","17.749","15538.897","14893.167"
"1","22","16","213","16","-6","1.1","0.87","227.958","-0.496","2854.663","2658.386"
"1","22","17","0","0","-7","1.1","0.87","0","-7","0","0"
"1","22","18","0","0","-7","1.1","0.87","0","-7","0","0"
"1","22","19","0","0","-8","1.1","0.87","0","-8","0","0"
"1","22","20","0","0","-8","1","0.87","0","-8","0","0"
"1","22","21","0","0","-9","1","0.87","0","-9","0","0"
"1","22","22","0","0","-9","0.9","0.87","0","-9","0","0"
"1","22","23","0","0","-10","0.9","0.87","0","-10","0","0"
"1","23","0","0","0","-10","0.9","0.87","0","-10","0","0"
"1","23","1","0","0","-11","1","0.87","0","-11","0","0"
"1","23","2","0","0","-11","1","0.87","0","-11","0","0"
"1","23","3","0","0","-12","1","0.87","0","-12","0","0"
"1","23","4","0","0","-12","1","0.87","0","-12","0","0"
"1","23","5","0","0","-12","1","0.87","0","-12","0","0"
"1","23","6","0","0","-12","1","0.87","0","-12","0","0"
"1","23","7","300","22","-11","1","0.87","392.036","-1.224","4967.923","4696.764"
"1","23","8","694","57","-11","1.1","0.87","904.861","15.218","17304.472","16596.18"
"1","23","9","848","75","-10","1.2","0.87","1102.481","21.213","20780.273","19948.82"
"1","23","10","930","82","-10","1.2","0.87","1220.845","24.128","22645.052","20000"
"1","23","11","955","88","-10","1.3","0.87","1288.585","24.25","23794.3","20000"
"1","23","12","951","89","-9","1.2","0.87","1285.647","25.994","23600.174","20000"
"1","23","13","921","83","-9","1.2","0.87","1209.472","24.887","22386.069","20000"
"1","23","14","850","71","-9","1.2","0.87","1097.647","22.107","20634.328","19808.047"
"1","23","15","700","51","-10","1.1","0.87","886.728","15.677","16896.892","16203.042"
"1","23","16","306","17","-10","1.1","0.87","321.952","-2.169","4097.839","3857.511"
"1","23","17","0","0","-11","1.1","0.87","0","-11","0","0"
"1","23","18","0","0","-11","1","0.87","0","-11","0","0"
"1","23","19","0","0","-12","1","0.87","0","-12","0","0"
"1","23","20","0","0","-12","1","0.87","0","-12","0","0"
"1","23","21","0","0","-12","1","0.87","0","-12","0","0"
"1","23","22","0","0","-13","1","0.87","0","-13","0","0"
"1","23","23","0","0","-13","1","0.87","0","-13","0","0"
"1","24","0","0","0","-14","1","0.87","0","-14","0","0"
"1","24","1","0","0","-14","0.9","0.87","0","-14","0","0"
"1","24","2","0","0","-15","0.9","0.87","0","-15","0","0"
"1","24","3","0","0","-15","0.9","0.87","0","-15","0","0"
"1","24","4","0","0","-15","0.9","0.87","0","-15","0","0"
"1","24","5","0","0","-16","0.9","0.87","0","-16","0","0"
"1","24","6","0","0","-15","0.9","0.87","0","-15","0","0"
"1","24","7","384","21","-14","1","0.87","464.386","-2.377","5944.112","5638.363"
"1","24","8","734","53","-13","1","0.87","929.256","14.63","17825.754","17098.991"
"1","24","9","867","72","-11","1","0.87","1118.601","22.32","21001.774","20000"
"1","24","10","928","84","-10","1.1","0.87","1224.759","24.984","22643.024","20000"
"1","24","11","951","91","-8","1.1","0.87","1292.111","27.925","23545.557","20000"
"1","24","12","944","92","-7","1.2","0.87","1285.621","27.878","23435.786","20000"
"1","24","13","913","86","-7","1.3","0.87","1205.733","25.949","22227.051","20000"
"1","24","14","857","71","-7","1.3","0.87","1105.556","23.599","20672.875","19845.227"
"1","24","15","721","50","-8","1.4","0.87","908.728","16.527","17282.704","16575.184"
"1","24","16","325","18","-8","1.4","0.87","390.096","0.86","4918.505","4649.097"
"1","24","17","0","0","-9","1.4","0.87","0","-9","0","0"
"1","24","18","0","0","-10","1.4","0.87","0","-10","0","0"
"1","24","19","0","0","-10","1.4","0.87","0","-10","0","0"
"1","24","20","0","0","-11","1.3","0.87","0","-11","0","0"
"1","24","21","0","0","-11","1.3","0.87","0","-11","0","0"
"1","24","22","0","0","-12","1.3","0.87","0","-12","0","0"
"1","24","23","0","0","-12","1.2","0.87","0","-12","0","0"
"1","25","0","0","0","-12","1.2","0.87","0","-12","0","0"
"1","25","1","0","0","-12","1.1","0.87","0","-12","0","0"
"1","25","2","0","0","-13","1.1","0.87","0","-13","0","0"
"1","25","3","0","0","-13","1","0.87","0","-13","0","0"
"1","25","4","0","0","-13","1","0.87","0","-13","0","0"
"1","25","5","0","0","-14","1","0.87","0","-14","0","0"
"1","25","6","0","0","-13","0.9","0.87","0","-13","0","0"
"1","25","7","232","22","-12","0.9","0.87","327.16","-3.666","4152.977","3910.695"
"1","25","8","345","70","-11","0.9","0.87","547.921","5.365","10759.993","10283.598"
"1","25","9","881","71","-9","0.9","0.87","1132.55","25.63","21016.646","20000"
"1","25","10","934","84","-7","0.8","0.87","1234.257","30.996","22331.672","20000"
"1","25","11","954","91","-5","0.7","0.87","1298.935","34.969","23071.775","20000"
"1","25","12","862","67","-4","0.6","0.87","1135.833","32.059","20434.418","19615.22"
"1","25","13","768","74","-4","0.6","0.87","1024.864","29.478","18674.89","17918.039"
"1","25","14","688","66","-4","0.5","0.87","911.597","27.041","16842.372","16150.454"
"1","25","15","434","59","-5","0.5","0.87","628.966","16.183","11923.773","11406.14"
"1","25","16","0","24","-6","0.5","0.87","46.146","-4.939","540.98","426.685"
"1","25","17","0","0","-7","0.5","0.87","0","-7","0","0"
"1","25","18","0","0","-7","0.5","0.87","0","-7","0","0"
"1","25","19","0","0","-7","0.4","0.87","0","-7","0","0"
"1","25","20","0","0","-7","0.4","0.87","0","-7","0","0"
"1","25","21","0","0","-7","0.4","0.87","0","-7","0","0"
"1","25","22","0","0","-7","0.4","0.87","0","-7","0","0"
"1","25","23","0","0","-7","0.5","0.87","0","-7","0","0"
"1","26","0","0","0","-8","0.5","0.87","0","-8","0","0"
"1","26","1","0","0","-8","0.6","0.87","0","-8","0","0"
"1","26","2","0","0","-8","0.6","0.87","0","-8","0","0"
"1","26","3","0","0","-9","0.7","0.87","0","-9","0","0"
"1","26","4","0","0","-9","0.7","0.87","0","-9","0","0"
"1","26","5","0","0","-10","0.8","0.87","0","-10","0","0"
"1","26","6","0","0","-11","0.8","0.87","0","-11","0","0"
"1","26","7","298","23","-10","0.8","0.87","398.193","0.455","5016.589","4743.706"
"1","26","8","670","58","-8","0.9","0.87","881.582","18.867","16671.145","15985.294"
"1","26","9","819","77","-7","0.9","0.87","1074.252","25.757","19925.032","19123.883"
"1","26","10","886","88","-5","0.9","0.87","1187.099","30.517","21515.461","20000"
"1","26","11","911","94","-4","1","0.87","1253.921","31.595","22547.112","20000"
"1","26","12","910","94","-4","1","0.87","1249.704","31.566","22476.893","20000"
"1","26","13","882","88","-4","1","0.87","1182.102","30.488","21435.012","20000"
"1","26","14","813","75","-4","1","0.87","1064.081","27.636","19612.96","18822.869"
"1","26","15","670","54","-5","0.9","0.87","873.675","21.644","16339.094","15665.01"
"1","26","16","310","19","-6","0.9","0.87","382.555","3.806","4768.733","4504.632"
"1","26","17","0","0","-7","1","0.87","0","-7","0","0"
"1","26","18","0","0","-8","1.1","0.87","0","-8","0","0"
"1","26","19","0","0","-8","1.1","0.87","0","-8","0","0"
"1","26","20","0","0","-9","1.1","0.87","0","-9","0","0"
"1","26","21","0","0","-9","1.1","0.87","0","-9","0","0"
"1","26","22","0","0","-10","1.1","0.87","0","-10","0","0"
"1","26","23","0","0","-10","1","0.87","0","-10","0","0"
"1","27","0","0","0","-10","1","0.87","0","-10","0","0"
"1","27","1","0","0","-11","1","0.87","0","-11","0","0"
"1","27","2","0","0","-11","1","0.87","0","-11","0","0"
"1","27","3","0","0","-11","1","0.87","0","-11","0","0"
"1","27","4","0","0","-11","1","0.87","0","-11","0","0"
"1","27","5","0","0","-11","1","0.87","0","-11","0","0"
"1","27","6","0","0","-11","0.9","0.87","0","-11","0","0"
"1","27","7","429","22","-10","0.9","0.87","518.857","3.341","6531.481","6204.919"
"1","27","8","762","52","-8","1","0.87","959.467","20.576","18062.017","17326.883"
"1","27","9","893","68","-6","1","0.87","1140.746","28.034","20985.744","20000"
"1","27","10","955","77","-4","1","0.87","1249.554","32.461","22479.607","20000"
"1","27","11","981","81","-2","1","0.87","1305.339","34.999","23177.538","20000"
"1","27","12","980","80","-1","1","0.87","1299.709","35.926","23003.833","20000"
"1","27","13","953","74","-1","1","0.87","1228.709","34.894","21926.752","20000"
"1","27","14","890","64","-1","0.9","0.87","1130.225","33.629","20387.905","19570.355"
"1","27","15","756","48","-3","0.8","0.87","945.328","26.683","17398.226","16686.612"
"1","27","16","410","19","-5","0.8","0.87","488.844","7.926","6050.935","5741.401"
"1","27","17","0","0","-6","0.8","0.87","0","-6","0","0"
"1","27","18","0","0","-7","0.8","0.87","0","-7","0","0"
"1","27","19","0","0","-7","0.7","0.87","0","-7","0","0"
"1","27","20","0","0","-8","0.7","0.87","0","-8","0","0"
"1","27","21","0","0","-9","0.7","0.87","0","-9","0","0"
"1","27","22","0","0","-9","0.7","0.87","0","-9","0","0"
"1","27","23","0","0","-9","0.7","0.87","0","-9","0","0"
"1","28","0","0","0","-9","0.6","0.87","0","-9","0","0"
"1","28","1","0","0","-9","0.6","0.87","0","-9","0","0"
"1","28","2","0","0","-9","0.6","0.87","0","-9","0","0"
"1","28","3","0","0","-9","0.6","0.87","0","-9","0","0"
"1","28","4","0","0","-9","0.5","0.87","0","-9","0","0"
"1","28","5","0","0","-8","0.5","0.87","0","-8","0","0"
"1","28","6","0","0","-7","0.5","0.87","0","-7","0","0"
"1","28","7","0","20","-6","0.3","0.87","26.64","-5.433","307.465","201.445"
"1","28","8","527","77","-5","0.2","0.87","756.616","22.844","14092.179","13497.712"
"1","28","9","147","148","-3","0.2","0.87","414.778","11.07","7944.191","7567.571"
"1","28","10","119","195","-2","0.3","0.87","452.502","12.386","8581.588","8182.382"
"1","28","11","145","221","-2","0.4","0.87","523.23","13.953","9867.95","9423.164"
"1","28","12","314","203","-1","0.5","0.87","711.898","20.951","13208.134","12644.992"
"1","28","13","0","145","-1","0.5","0.87","193.799","4.002","3683.157","3457.522"
"1","28","14","25","133","-1","0.5","0.87","232.588","5.565","4451.484","4198.625"
"1","28","15","0","23","-2","0.4","0.87","28.726","-1.293","520.684","407.109"
"1","28","16","0","3","-3","0.4","0.87","3.761","-2.925","39.664","0"
"1","28","17","0","0","-3","0.5","0.87","0","-3","0","0"
"1","28","18","0","0","-3","0.5","0.87","0","-3","0","0"
"1","28","19","0","0","-3","0.5","0.87","0","-3","0","0"
"1","28","20","0","0","-3","0.5","0.87","0","-3","0","0"
"1","28","21","0","0","-2","0.5","0.87","0","-2","0","0"
"1","28","22","0","0","-2","0.2","0.87","0","-2","0","0"
"1","28","23","0","0","-2","0.2","0.87","0","-2","0","0"
"1","29","0","0","0","-2","0.4","0.87","0","-2","0","0"
"1","29","1","0","0","-3","0.4","0.87","0","-3","0","0"
"1","29","2","0","0","-3","0.4","0.87","0","-3","0","0"
"1","29","3","0","0","-3","0.4","0.87","0","-3","0","0"
"1","29","4","0","0","-3","0.5","0.87","0","-3","0","0"
"1","29","5","0","0","-3","0.5","0.87","0","-3","0","0"
"1","29","6","0","0","-3","0.4","0.87","0","-3","0","0"
"1","29","7","66","31","-2","0.3","0.87","153.037","2.446","1910.542","1747.718"
