"PVWatts Hourly PV Performance Data"
"Requested Location","3 Dean street millis ma"
"Location","Lat, Lng: 42.13, -71.34"
"Latitude (DD)","42.13"
"Longitude (DD)","-71.34"
"Elevation (m)","52.200000762939"
"DC System Size (kW)","21.360"
"Module Type","Premium"
"Array Type","2-Axis Tracking"
"Array Tilt (deg)","0"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.068"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","Yes (0.7)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"2","11","13","793","115","0","0.5","0.12","1005.047","34.183","17983.029","17250.693"
"2","11","14","333","157","0","0.6","0.12","558.939","18.136","10562.189","10092.804"
"2","11","15","184","108","-1","0.7","0.12","359.871","10.215","6930.933","6590.217"
"2","11","16","149","44","-2","0.7","0.12","255.63","5.943","4676.76","4415.919"
"2","11","17","0","0","-3","0.8","0.12","0","-3","0","0"
"2","11","18","0","0","-3","0.8","0.12","0","-3","0","0"
"2","11","19","0","0","-3","0.8","0.87","0","-3","0","0"
"2","11","20","0","0","-3","0.9","0.87","0","-3","0","0"
"2","11","21","0","0","-4","1","0.87","0","-4","0","0"
"2","11","22","0","0","-4","1.1","0.87","0","-4","0","0"
"2","11","23","0","0","-4","1.1","0.87","0","-4","0","0"
"2","12","0","0","0","-4","1.2","0.87","0","-4","0","0"
"2","12","1","0","0","-4","1.4","0.87","0","-4","0","0"
"2","12","2","0","0","-4","1.5","0.87","0","-4","0","0"
"2","12","3","0","0","-3","1.5","0.87","0","-3","0","0"
"2","12","4","0","0","-3","1.6","0.87","0","-3","0","0"
"2","12","5","0","0","-3","1.7","0.87","0","-3","0","0"
"2","12","6","0","0","-3","1.8","0.87","0","-3","0","0"
"2","12","7","0","31","-2","1.9","0.87","40.572","-1.316","712.022","591.667"
"2","12","8","0","35","-2","2","0.87","43.693","-1.265","809.464","685.656"
"2","12","9","0","124","-2","2.1","0.87","163.975","0.864","3140.871","2934.452"
"2","12","10","0","49","-2","2.2","0.87","61.01","-0.984","1130.5","995.317"
"2","12","11","7","185","-2","2.3","0.87","251.797","2.318","4809.806","4544.25"
"2","12","12","0","55","-3","2.3","0.87","68.449","-1.875","1272.798","1132.572"
"2","12","13","1","161","-4","2.3","0.87","213.643","-0.384","4114.54","3873.62"
"2","12","14","58","172","-5","2.2","0.87","325.669","1.301","6369.453","6048.633"
"2","12","15","378","93","-6","2.1","0.87","621.45","8.103","12181.946","11655.166"
"2","12","16","185","47","-6","1.9","0.87","326.005","1.538","6124.61","5812.465"
"2","12","17","0","0","-7","1.8","0.87","0","-7","0","0"
"2","12","18","0","0","-6","1.6","0.87","0","-6","0","0"
"2","12","19","0","0","-6","1.5","0.87","0","-6","0","0"
"2","12","20","0","0","-6","1.4","0.87","0","-6","0","0"
"2","12","21","0","0","-6","1.3","0.87","0","-6","0","0"
"2","12","22","0","0","-7","1.3","0.87","0","-7","0","0"
"2","12","23","0","0","-7","1.3","0.87","0","-7","0","0"
"2","13","0","0","0","-7","1.3","0.87","0","-7","0","0"
"2","13","1","0","0","-7","1.3","0.87","0","-7","0","0"
"2","13","2","0","0","-7","1.2","0.87","0","-7","0","0"
"2","13","3","0","0","-8","1.1","0.87","0","-8","0","0"
"2","13","4","0","0","-9","1","0.87","0","-9","0","0"
"2","13","5","0","0","-10","1","0.87","0","-10","0","0"
"2","13","6","0","0","-10","0.9","0.87","0","-10","0","0"
"2","13","7","530","36","-8","0.9","0.87","668.728","12.169","12430.763","11895.166"
"2","13","8","774","64","-5","0.9","0.87","999.929","25.536","18585.49","17831.807"
"2","13","9","877","82","-3","0.9","0.87","1156.008","31.98","20875.895","20000"
"2","13","10","916","98","-2","0.9","0.87","1278.505","34.752","22668.295","20000"
"2","13","11","916","113","-1","1","0.87","1303.87","35.179","22978.993","20000"
"2","13","12","885","126","0","1.1","0.87","1286.823","34.737","22712.868","20000"
"2","13","13","481","179","0","1.1","0.87","893.108","23.808","16436.286","15758.757"
"2","13","14","176","180","0","1","0.87","491.9","13.242","9350.914","8924.449"
"2","13","15","639","88","0","1","0.87","901.995","26.588","16677.444","15991.371"
"2","13","16","0","35","-1","1","0.87","48.555","0.037","856.212","730.748"
"2","13","17","0","0","-2","0.9","0.87","0","-2","0","0"
"2","13","18","0","0","-3","0.9","0.87","0","-3","0","0"
"2","13","19","0","0","-3","0.8","0.87","0","-3","0","0"
"2","13","20","0","0","-3","0.8","0.87","0","-3","0","0"
"2","13","21","0","0","-4","0.9","0.87","0","-4","0","0"
"2","13","22","0","0","-3","0.9","0.87","0","-3","0","0"
"2","13","23","0","0","-3","0.9","0.87","0","-3","0","0"
"2","14","0","0","0","-3","0.9","0.87","0","-3","0","0"
"2","14","1","0","0","-2","0.9","0.87","0","-2","0","0"
"2","14","2","0","0","-2","0.9","0.87","0","-2","0","0"
"2","14","3","0","0","-3","0.9","0.87","0","-3","0","0"
"2","14","4","0","0","-3","0.9","0.87","0","-3","0","0"
"2","14","5","0","0","-4","0.8","0.87","0","-4","0","0"
"2","14","6","0","0","-4","0.8","0.87","0","-4","0","0"
"2","14","7","355","50","-2","0.8","0.87","529.144","14.196","9741.3","9301.002"
"2","14","8","270","108","0","0.8","0.87","507.431","15.166","9667.172","9229.5"
"2","14","9","567","119","0","0.9","0.87","879.702","26.154","16188.592","15519.84"
"2","14","10","540","164","1","0.9","0.87","936.167","27.431","17016.861","16318.761"
"2","14","11","796","163","2","0.9","0.87","1248.243","37.22","21810.154","20000"
"2","14","12","783","168","2","0.9","0.87","1240.167","36.955","21689.416","20000"
"2","14","13","774","150","2","0.9","0.87","1199.201","36.215","21125.095","20000"
"2","14","14","698","134","2","0.8","0.87","1050.812","34.033","18805.306","18043.834"
"2","14","15","560","104","1","0.8","0.87","839.357","26.868","15486.439","14842.567"
"2","14","16","152","53","0","0.8","0.87","305.292","9.063","5619.244","5325.006"
"2","14","17","0","0","0","0.9","0.87","0","0","0","0"
"2","14","18","0","0","0","0.9","0.87","0","0","0","0"
"2","14","19","0","0","0","0.9","0.87","0","0","0","0"
"2","14","20","0","0","-1","0.9","0.87","0","-1","0","0"
"2","14","21","0","0","-1","0.9","0.87","0","-1","0","0"
"2","14","22","0","0","-1","0.9","0.87","0","-1","0","0"
"2","14","23","0","0","0","0.9","0.87","0","0","0","0"
"2","15","0","0","0","0","0.8","0.87","0","0","0","0"
"2","15","1","0","0","0","0.8","0.87","0","0","0","0"
"2","15","2","0","0","0","0.8","0.87","0","0","0","0"
"2","15","3","0","0","-1","0.8","0.87","0","-1","0","0"
"2","15","4","0","0","0","0.8","0.87","0","0","0","0"
"2","15","5","0","0","0","0.8","0.87","0","0","0","0"
"2","15","6","0","0","0","0.9","0.87","0","0","0","0"
"2","15","7","402","46","1","0.8","0.87","565.715","18.403","10323.908","9862.966"
"2","15","8","663","82","3","0.8","0.87","919.596","31.657","16704.59","16017.555"
"2","15","9","789","103","4","0.8","0.87","1104.946","38.016","19494.874","18708.967"
"2","15","10","860","114","6","0.8","0.87","1237.679","42.362","21317.379","20000"
"2","15","11","891","118","7","0.9","0.87","1279.284","43.402","21852.772","20000"
"2","15","12","894","118","8","0.9","0.87","1282.869","44.506","21822.15","20000"
"2","15","13","777","95","8","0.9","0.87","1109.291","39.809","19312.142","18532.711"
"2","15","14","815","97","7","0.8","0.87","1123.925","41.665","19564.984","18776.593"
"2","15","15","699","77","5","0.8","0.87","950.469","34.697","17080.852","16380.484"
"2","15","16","431","44","3","0.8","0.87","593.809","21.311","10727.131","10251.901"
"2","15","17","0","0","2","0.9","0.87","0","2","0","0"
"2","15","18","0","0","2","0.8","0.87","0","2","0","0"
"2","15","19","0","0","2","0.8","0.87","0","2","0","0"
"2","15","20","0","0","2","0.8","0.87","0","2","0","0"
"2","15","21","0","0","2","0.8","0.87","0","2","0","0"
"2","15","22","0","0","1","0.7","0.87","0","1","0","0"
"2","15","23","0","0","1","0.6","0.87","0","1","0","0"
"2","16","0","0","0","0","0.6","0.87","0","0","0","0"
"2","16","1","0","0","0","0.6","0.87","0","0","0","0"
"2","16","2","0","0","0","0.5","0.87","0","0","0","0"
"2","16","3","0","0","0","0.4","0.87","0","0","0","0"
"2","16","4","0","0","0","0.4","0.87","0","0","0","0"
"2","16","5","0","0","0","0.3","0.87","0","0","0","0"
"2","16","6","0","0","0","0.2","0.87","0","0","0","0"
"2","16","7","339","53","1","0.2","0.87","517.327","19.849","9393.83","8965.844"
"2","16","8","622","92","3","0.2","0.87","890.554","35.898","15918.444","15259.265"
"2","16","9","770","110","6","0.3","0.87","1099.787","44.828","18902.544","18137.626"
"2","16","10","852","117","8","0.4","0.87","1242.392","48.859","20860.342","20000"
"2","16","11","875","124","9","0.5","0.87","1270.946","49.242","21220.008","20000"
"2","16","12","868","127","10","0.6","0.87","1267.135","48.967","21178.751","20000"
"2","16","13","840","120","11","0.6","0.87","1233.259","49.246","20676.717","19848.934"
"2","16","14","772","108","10","0.5","0.87","1096.425","46.558","18722.434","17963.898"
"2","16","15","645","86","8","0.5","0.87","906.449","38.655","16042.611","15379.032"
"2","16","16","373","49","6","0.5","0.87","538.674","23.961","9644.806","9207.927"
"2","16","17","0","0","4","0.6","0.87","0","4","0","0"
"2","16","18","0","0","4","0.7","0.87","0","4","0","0"
"2","16","19","0","0","3","0.7","0.12","0","3","0","0"
"2","16","20","0","0","3","0.7","0.12","0","3","0","0"
"2","16","21","0","0","3","0.8","0.12","0","3","0","0"
"2","16","22","0","0","3","0.9","0.12","0","3","0","0"
"2","16","23","0","0","3","0.9","0.12","0","3","0","0"
"2","17","0","0","0","4","0.9","0.12","0","4","0","0"
"2","17","1","0","0","4","0.9","0.12","0","4","0","0"
"2","17","2","0","0","5","1","0.12","0","5","0","0"
"2","17","3","0","0","6","1.2","0.12","0","6","0","0"
"2","17","4","0","0","7","1.2","0.12","0","7","0","0"
"2","17","5","0","0","7","1.3","0.12","0","7","0","0"
"2","17","6","0","0","7","1.3","0.12","0","7","0","0"
"2","17","7","0","18","8","1.5","0.12","14.01","8.257","231.435","128.109"
"2","17","8","227","118","9","1.7","0.12","413.139","19.15","7748.48","7378.795"
"2","17","9","0","120","10","1.9","0.12","108.714","12.213","1974.649","1809.554"
"2","17","10","0","58","11","2","0.12","50.207","12.015","879.928","753.623"
"2","17","11","0","84","12","2","0.12","73.913","13.522","1302.696","1161.411"
"2","17","12","0","118","12","1.8","0.12","106.07","14.29","1889.809","1727.72"
"2","17","13","670","158","10","2","0.12","929.35","31.865","16711.379","16024.102"
"2","17","14","809","86","6","2.3","0.12","975.854","27.948","17955.835","17224.463"
"2","17","15","754","63","3","2.3","0.12","893.677","23.178","16813.058","16122.179"
"2","17","16","533","39","1","2.3","0.12","654.169","15.621","12180.331","11653.608"
"2","17","17","0","0","-1","2.2","0.12","0","-1","0","0"
"2","17","18","0","0","-2","2","0.12","0","-2","0","0"
"2","17","19","0","0","-3","1.8","0.12","0","-3","0","0"
"2","17","20","0","0","-3","1.6","0.12","0","-3","0","0"
"2","17","21","0","0","-3","1.4","0.12","0","-3","0","0"
"2","17","22","0","0","-3","1.3","0.12","0","-3","0","0"
"2","17","23","0","0","-3","1.2","0.12","0","-3","0","0"
"2","18","0","0","0","-3","1.1","0.12","0","-3","0","0"
"2","18","1","0","0","-3","1","0.12","0","-3","0","0"
"2","18","2","0","0","-3","1","0.12","0","-3","0","0"
"2","18","3","0","0","-3","1","0.12","0","-3","0","0"
"2","18","4","0","0","-2","1","0.12","0","-2","0","0"
"2","18","5","0","0","-2","1","0.12","0","-2","0","0"
"2","18","6","0","0","-2","1.1","0.12","0","-2","0","0"
"2","18","7","151","52","-1","1.2","0.12","261.388","6.172","4921.41","4651.899"
"2","18","8","0","104","-1","1.4","0.12","99.781","1.213","1891.53","1729.38"
"2","18","9","219","189","0","1.5","0.12","459.778","11.657","8815.013","8407.536"
"2","18","10","17","199","0","1.5","0.12","209.71","4.927","3976.813","3740.773"
"2","18","11","4","184","-2","1.8","0.12","177.808","1.907","3374.825","3160.116"
"2","18","12","41","244","-3","2","0.12","305.787","3.703","5867.467","5564.434"
"2","18","13","506","183","-4","2","0.12","782.869","14.299","14934.01","14309.713"
"2","18","14","824","96","-5","2","0.12","1003.656","18.906","19049.008","18278.9"
"2","18","15","761","70","-6","1.9","0.12","909.175","16.199","17518.922","16803.031"
"2","18","16","574","40","-7","1.7","0.12","680.958","10.189","12965.71","12411.158"
"2","18","17","0","0","-8","1.7","0.12","0","-8","0","0"
"2","18","18","0","0","-8","1.7","0.12","0","-8","0","0"
"2","18","19","0","0","-9","1.6","0.12","0","-9","0","0"
"2","18","20","0","0","-9","1.5","0.12","0","-9","0","0"
"2","18","21","0","0","-10","1.5","0.12","0","-10","0","0"
"2","18","22","0","0","-10","1.5","0.12","0","-10","0","0"
"2","18","23","0","0","-10","1.5","0.12","0","-10","0","0"
"2","19","0","0","0","-11","1.5","0.12","0","-11","0","0"
"2","19","1","0","0","-11","1.4","0.12","0","-11","0","0"
"2","19","2","0","0","-12","1.4","0.12","0","-12","0","0"
"2","19","3","0","0","-12","1.2","0.12","0","-12","0","0"
"2","19","4","0","0","-12","1.1","0.12","0","-12","0","0"
"2","19","5","0","0","-13","0.9","0.12","0","-13","0","0"
"2","19","6","0","0","-12","0.9","0.12","0","-12","0","0"
"2","19","7","587","39","-10","1","0.12","694.588","10.689","13256.895","12692.025"
"2","19","8","795","62","-8","1.1","0.12","933.41","19.363","17798.378","17072.585"
"2","19","9","879","79","-7","1.2","0.12","1038.397","22.569","19460.524","18675.834"
"2","19","10","926","88","-6","1.3","0.12","1096.609","24.3","20284.777","19470.881"
"2","19","11","950","90","-4","1.3","0.12","1108.819","26.548","20281.671","19467.885"
"2","19","12","956","88","-4","1.3","0.12","1112.374","26.652","20340.513","19524.642"
"2","19","13","929","86","-3","1.2","0.12","1085.244","27.679","19846.169","19047.815"
"2","19","14","877","78","-3","1.1","0.12","1034.695","27.208","19081.519","18310.26"
"2","19","15","776","64","-3","1","0.12","916.964","24.543","17170.86","16467.303"
"2","19","16","554","40","-4","0.9","0.12","676.299","16.66","12615.421","12073.281"
"2","19","17","0","0","-5","0.9","0.12","0","-5","0","0"
"2","19","18","0","0","-5","0.9","0.12","0","-5","0","0"
"2","19","19","0","0","-6","0.9","0.12","0","-6","0","0"
"2","19","20","0","0","-6","0.9","0.12","0","-6","0","0"
"2","19","21","0","0","-7","0.8","0.12","0","-7","0","0"
"2","19","22","0","0","-8","0.8","0.12","0","-8","0","0"
"2","19","23","0","0","-8","0.8","0.12","0","-8","0","0"
"2","20","0","0","0","-8","0.8","0.12","0","-8","0","0"
"2","20","1","0","0","-9","0.7","0.12","0","-9","0","0"
"2","20","2","0","0","-9","0.7","0.12","0","-9","0","0"
"2","20","3","0","0","-9","0.8","0.12","0","-9","0","0"
"2","20","4","0","0","-9","0.8","0.12","0","-9","0","0"
"2","20","5","0","0","-9","0.8","0.12","0","-9","0","0"
"2","20","6","0","0","-8","0.8","0.12","0","-8","0","0"
"2","20","7","535","44","-6","0.8","0.12","662.063","14.758","12471.65","11934.604"
"2","20","8","755","70","-4","0.9","0.12","903.063","23.796","16950.437","16254.69"
"2","20","9","856","85","-2","0.9","0.12","1022.68","29.366","18703.577","17945.71"
"2","20","10","910","92","-1","0.9","0.12","1085.347","32.088","19520.414","18733.602"
"2","20","11","930","96","0","0.9","0.12","1095.188","33.307","19544.937","18757.256"
"2","20","12","926","96","0","1","0.12","1091.125","32.341","19541.731","18754.164"
"2","20","13","901","92","0","0.9","0.12","1076.119","32.809","19306.581","18527.347"
"2","20","14","842","84","0","0.9","0.12","1007.308","30.892","18325.247","17580.785"
"2","20","15","722","72","0","0.8","0.12","881.527","27.868","16301.698","15628.939"
"2","20","16","469","46","-2","0.7","0.12","597.704","17.199","11124.224","10634.923"
"2","20","17","0","0","-3","0.7","0.12","0","-3","0","0"
"2","20","18","0","0","-4","0.7","0.12","0","-4","0","0"
"2","20","19","0","0","-5","0.7","0.12","0","-5","0","0"
"2","20","20","0","0","-5","0.6","0.12","0","-5","0","0"
"2","20","21","0","0","-6","0.6","0.12","0","-6","0","0"
"2","20","22","0","0","-6","0.6","0.12","0","-6","0","0"
"2","20","23","0","0","-6","0.5","0.12","0","-6","0","0"
"2","21","0","0","0","-7","0.6","0.12","0","-7","0","0"
"2","21","1","0","0","-7","0.8","0.12","0","-7","0","0"
"2","21","2","0","0","-6","1","0.12","0","-6","0","0"
"2","21","3","0","0","-6","1","0.12","0","-6","0","0"
"2","21","4","0","0","-6","0.9","0.12","0","-6","0","0"
"2","21","5","0","0","-6","0.9","0.12","0","-6","0","0"
"2","21","6","0","0","-5","0.7","0.12","0","-5","0","0"
"2","21","7","0","49","-3","0.5","0.12","47.147","-1.767","858.99","733.427"
"2","21","8","110","133","-1","0.6","0.12","291.215","8.096","5609.165","5315.284"
"2","21","9","104","200","0","0.8","0.12","332.497","9.717","6343.647","6023.741"
"2","21","10","273","243","1","1","0.12","593.996","18.09","11095.154","10606.883"
"2","21","11","206","281","2","1.1","0.12","543.041","17.084","10111.88","9658.45"
"2","21","12","513","209","2","1.1","0.12","815.41","25.254","14903.206","14280.001"
"2","21","13","3","176","2","1","0.12","169.042","6.424","3160.264","2953.158"
"2","21","14","678","100","1","0.9","0.12","868.686","27.555","15968.1","15307.161"
"2","21","15","63","128","0","0.9","0.12","214.699","5.995","4124.15","3882.889"
"2","21","16","0","52","0","0.8","0.12","53.487","1.315","965.168","835.843"
"2","21","17","0","0","0","0.8","0.12","0","0","0","0"
"2","21","18","0","0","-1","0.8","0.12","0","-1","0","0"
"2","21","19","0","0","-1","0.8","0.12","0","-1","0","0"
"2","21","20","0","0","-1","0.8","0.12","0","-1","0","0"
"2","21","21","0","0","-2","0.8","0.12","0","-2","0","0"
"2","21","22","0","0","-2","0.8","0.12","0","-2","0","0"
"2","21","23","0","0","-2","0.8","0.12","0","-2","0","0"
"2","22","0","0","0","-3","0.8","0.12","0","-3","0","0"
"2","22","1","0","0","-3","0.7","0.12","0","-3","0","0"
"2","22","2","0","0","-4","0.7","0.12","0","-4","0","0"
"2","22","3","0","0","-4","0.7","0.12","0","-4","0","0"
"2","22","4","0","0","-5","0.6","0.12","0","-5","0","0"
"2","22","5","0","0","-5","0.6","0.12","0","-5","0","0"
"2","22","6","0","0","-4","0.6","0.12","0","-4","0","0"
"2","22","7","490","51","-2","0.5","0.12","624.492","19.245","11614.274","11107.609"
"2","22","8","716","78","0","0.4","0.12","883.125","31.235","16129.378","15462.725"
"2","22","9","813","95","1","0.5","0.12","992.285","34.869","17772.223","17047.357"
"2","22","10","866","104","2","0.6","0.12","1055.153","36.833","18632.992","17877.625"
"2","22","11","872","114","3","0.7","0.12","1070.412","37.293","18800.363","18039.066"
"2","22","12","589","183","3","0.6","0.12","861.05","31.128","15425.792","14784.07"
"2","22","13","794","127","3","0.6","0.12","1017.844","36.559","17981.044","17248.779"
"2","22","14","720","119","3","0.5","0.12","936.438","34.885","16755.806","16066.955"
"2","22","15","602","96","1","0.5","0.12","790.403","27.985","14582.622","13970.776"
"2","22","16","343","60","0","0.5","0.12","489.375","16.498","9113.492","8695.439"
"2","22","17","0","0","-1","0.6","0.12","0","-1","0","0"
"2","22","18","0","0","-1","0.6","0.12","0","-1","0","0"
"2","22","19","0","0","-1","0.6","0.12","0","-1","0","0"
"2","22","20","0","0","-1","0.6","0.12","0","-1","0","0"
"2","22","21","0","0","-1","0.6","0.12","0","-1","0","0"
"2","22","22","0","0","-2","0.6","0.12","0","-2","0","0"
"2","22","23","0","0","-2","0.6","0.12","0","-2","0","0"
"2","23","0","0","0","-1","0.7","0.12","0","-1","0","0"
"2","23","1","0","0","-1","0.9","0.12","0","-1","0","0"
"2","23","2","0","0","0","0.9","0.12","0","0","0","0"
"2","23","3","0","0","0","0.9","0.12","0","0","0","0"
"2","23","4","0","0","-1","0.8","0.12","0","-1","0","0"
"2","23","5","0","0","-1","0.6","0.12","0","-1","0","0"
"2","23","6","0","0","0","0.5","0.12","0","0","0","0"
"2","23","7","241","75","1","0.5","0.12","393.283","14.081","7364.264","7008.193"
"2","23","8","0","43","2","0.5","0.12","35.164","2.938","637.927","520.198"
"2","23","9","1","154","3","0.6","0.12","146.237","7.159","2729.574","2537.729"
"2","23","10","165","260","4","0.5","0.12","480.379","19.584","8864.217","8454.997"
"2","23","11","50","263","4","0.5","0.12","335.513","14.63","6201.326","5886.463"
"2","23","12","9","205","3","0.4","0.12","204.837","9.463","3795.366","3565.756"
"2","23","13","0","75","3","0.4","0.12","65.499","4.981","1190.092","1052.796"
"2","23","14","0","19","2","0.4","0.12","16.077","2.467","281.292","176.2"
"2","23","15","0","30","1","0.4","0.12","24.448","1.669","439.532","328.832"
"2","23","16","0","37","0","0.4","0.12","29.176","0.724","518.749","405.242"
"2","23","17","0","0","0","0.5","0.12","0","0","0","0"
"2","23","18","0","0","0","0.5","0.12","0","0","0","0"
"2","23","19","0","0","0","0.6","0.12","0","0","0","0"
"2","23","20","0","0","0","0.7","0.12","0","0","0","0"
"2","23","21","0","0","0","0.7","0.12","0","0","0","0"
"2","23","22","0","0","0","0.6","0.12","0","0","0","0"
"2","23","23","0","0","0","0.5","0.12","0","0","0","0"
"2","24","0","0","0","0","0.5","0.12","0","0","0","0"
"2","24","1","0","0","-1","0.6","0.12","0","-1","0","0"
"2","24","2","0","0","0","0.7","0.12","0","0","0","0"
"2","24","3","0","0","0","0.7","0.12","0","0","0","0"
"2","24","4","0","0","0","0.7","0.12","0","0","0","0"
"2","24","5","0","0","0","1","0.12","0","0","0","0"
"2","24","6","0","0","0","1.3","0.12","0","0","0","0"
"2","24","7","145","64","0","1.5","0.12","270.079","6.893","5136.323","4859.197"
"2","24","8","759","73","0","1.7","0.12","910.353","23.19","17117.287","16415.628"
"2","24","9","827","96","0","1.8","0.12","1007.677","24.953","18688.484","17931.151"
"2","24","10","238","257","0","1.8","0.12","550.463","13.063","10433.517","9968.691"
"2","24","11","1","174","0","1.8","0.12","163.963","3.613","3077.506","2873.332"
"2","24","12","268","281","0","1.9","0.12","627.225","14.683","11801.486","11288.187"
"2","24","13","0","142","0","2.1","0.12","129.957","2.64","2438.846","2257.303"
"2","24","14","659","147","0","2.2","0.12","906.182","20.547","17038.936","16340.053"
"2","24","15","257","129","0","2.1","0.12","454.328","10.307","8809.655","8402.368"
"2","24","16","94","64","-1","2","0.12","200.411","3.499","3809.889","3579.764"
"2","24","17","0","0","-2","1.8","0.12","0","-2","0","0"
"2","24","18","0","0","-2","1.7","0.12","0","-2","0","0"
"2","24","19","0","0","-3","1.7","0.12","0","-3","0","0"
"2","24","20","0","0","-4","1.6","0.12","0","-4","0","0"
"2","24","21","0","0","-4","1.5","0.12","0","-4","0","0"
"2","24","22","0","0","-5","1.4","0.12","0","-5","0","0"
"2","24","23","0","0","-5","1.3","0.12","0","-5","0","0"
"2","25","0","0","0","-6","1.2","0.12","0","-6","0","0"
"2","25","1","0","0","-7","1.1","0.12","0","-7","0","0"
"2","25","2","0","0","-7","1","0.12","0","-7","0","0"
"2","25","3","0","0","-7","0.9","0.12","0","-7","0","0"
"2","25","4","0","0","-7","0.7","0.12","0","-7","0","0"
"2","25","5","0","0","-7","0.6","0.12","0","-7","0","0"
"2","25","6","0","0","-6","0.5","0.12","0","0","0","0"
"2","25","7","0","29","-5","0.4","0.12","22.859","-4.427","413.382","303.608"
"2","25","8","59","138","-4","0.1","0.12","220.144","3.756","4261.41","4015.286"
"2","25","9","7","166","-2","0.1","0.12","165.545","3.546","3143.15","2936.65"
"2","25","10","5","184","-2","0.4","0.12","179.223","3.573","3386.22","3171.108"
"2","25","11","0","95","-2","0.7","0.12","84.662","0.403","1572.187","1421.353"
"2","25","12","0","150","-2","0.8","0.12","138.321","1.853","2597.492","2410.327"
"2","25","13","3","178","-1","0.8","0.12","170.678","3.727","3218.209","3009.05"
"2","25","14","0","104","-1","0.8","0.12","91.481","1.411","1716.105","1560.171"
"2","25","15","0","33","-1","0.7","0.12","26.993","-0.32","491.055","378.529"
"2","25","16","0","44","-1","0.5","0.12","37.345","-0.064","674.085","555.074"
"2","25","17","0","0","-2","0.4","0.12","0","0","0","0"
"2","25","18","0","0","-2","0.2","0.12","0","-2","0","0"
"2","25","19","0","0","-2","0.3","0.12","0","-2","0","0"
"2","25","20","0","0","-2","0.6","0.12","0","-2","0","0"
"2","25","21","0","0","-2","0.8","0.12","0","-2","0","0"
"2","25","22","0","0","-2","1.2","0.12","0","-2","0","0"
"2","25","23","0","0","-3","1.5","0.12","0","-3","0","0"
"2","26","0","0","0","-4","1.7","0.12","0","-4","0","0"
"2","26","1","0","0","-5","1.8","0.12","0","-5","0","0"
"2","26","2","0","0","-6","1.7","0.12","0","-6","0","0"
"2","26","3","0","0","-7","1.5","0.12","0","-7","0","0"
"2","26","4","0","0","-7","1.4","0.12","0","-7","0","0"
"2","26","5","0","0","-8","1.3","0.12","0","-8","0","0"
"2","26","6","0","0","-8","1.3","0.12","0","0","0","0"
"2","26","7","588","51","-7","1.3","0.12","723.74","13.077","13873.594","13286.872"
"2","26","8","802","70","-6","1.3","0.12","949.768","20.511","18024.1","17290.309"
"2","26","9","900","81","-5","1.3","0.12","1062.681","24.463","19734.317","18939.926"
"2","26","10","940","91","-5","1.3","0.12","1100.562","25.335","20235.387","19423.241"
"2","26","11","958","95","-5","1.3","0.12","1120.638","25.837","20494.345","19673.023"
"2","26","12","958","95","-5","1.3","0.12","1120.738","25.841","20497.605","19676.168"
"2","26","13","648","150","-5","1.4","0.12","895.027","18.966","16791.818","16101.691"
"2","26","14","521","151","-6","1.5","0.12","762.676","13.921","14637.549","14023.757"
"2","26","15","0","100","-6","1.5","0.12","91.385","-4.032","1760.613","1603.102"
"2","26","16","124","68","-7","1.5","0.12","235.753","-1.058","4594.464","4336.538"
"2","26","17","0","0","-8","1.4","0.12","0","0","0","0"
"2","26","18","0","0","-8","1.4","0.12","0","-8","0","0"
"2","26","19","0","0","-9","1.3","0.12","0","-9","0","0"
"2","26","20","0","0","-9","1.3","0.12","0","-9","0","0"
"2","26","21","0","0","-10","1.3","0.12","0","-10","0","0"
"2","26","22","0","0","-10","1.3","0.12","0","-10","0","0"
"2","26","23","0","0","-10","1.4","0.12","0","-10","0","0"
"2","27","0","0","0","-11","1.4","0.12","0","-11","0","0"
"2","27","1","0","0","-11","1.4","0.12","0","-11","0","0"
"2","27","2","0","0","-11","1.4","0.12","0","-11","0","0"
"2","27","3","0","0","-11","1.3","0.12","0","-11","0","0"
"2","27","4","0","0","-12","1.3","0.12","0","-12","0","0"
"2","27","5","0","0","-12","1.4","0.12","0","-12","0","0"
"2","27","6","0","0","-12","1.4","0.12","0","0","0","0"
"2","27","7","646","47","-11","1.4","0.12","764.434","9.751","14857.991","14236.388"
"2","27","8","831","68","-10","1.5","0.12","976.27","16.042","18810.27","18048.622"
"2","27","9","910","83","-9","1.5","0.12","1075.706","19.464","20315.016","19500.049"
"2","27","10","939","96","-8","1.5","0.12","1117.75","21.44","20814.496","19981.831"
"2","27","11","965","97","-6","1.5","0.12","1130.159","23.687","20815.008","19982.324"
"2","27","12","977","91","-6","1.6","0.12","1134.96","23.169","20945.305","20000"
